,race,position,number,Driver,original_team_name,laps,secs,points,year
1656,"Yas Marina Circuit, Abu Dhabi",4,3,BUT,McLaren Mercedes,55,+7.787s,12,2012
1657,"Yas Marina Circuit, Abu Dhabi",5,18,MAL,Williams Renault,55,+13.007s,10,2012
1658,"Yas Marina Circuit, Abu Dhabi",6,14,KOB,Sauber Ferrari,55,+20.076s,8,2012
1659,"Yas Marina Circuit, Abu Dhabi",7,6,MAS,Ferrari,55,+22.896s,6,2012
1660,"Yas Marina Circuit, Abu Dhabi",8,19,SEN,Williams Renault,55,+23.542s,4,2012
1661,"Yas Marina Circuit, Abu Dhabi",9,11,DIR,Force India Mercedes,55,+24.160s,2,2012
1662,"Yas Marina Circuit, Abu Dhabi",10,16,RIC,STR Ferrari,55,+27.463s,1,2012
1663,"Yas Marina Circuit, Abu Dhabi",11,7,MSC,Mercedes,55,+28.075s,0,2012
1664,"Yas Marina Circuit, Abu Dhabi",12,17,VER,STR Ferrari,55,+34.906s,0,2012
1665,"Yas Marina Circuit, Abu Dhabi",13,20,KOV,Caterham Renault,55,+47.764s,0,2012
1666,"Yas Marina Circuit, Abu Dhabi",14,24,GLO,Marussia Cosworth,55,+56.473s,0,2012
1667,"Yas Marina Circuit, Abu Dhabi",15,15,PER,Sauber Ferrari,55,+56.768s,0,2012
1668,"Yas Marina Circuit, Abu Dhabi",16,21,PET,Caterham Renault,55,+64.595s,0,2012
1669,"Yas Marina Circuit, Abu Dhabi",17,22,DLR,HRT Cosworth,55,+71.778s,0,2012
1670,"Yas Marina Circuit, Abu Dhabi",NC,25,PIC,Marussia Cosworth,41,DNF,0,2012
1671,"Yas Marina Circuit, Abu Dhabi",NC,10,GRO,Lotus Renault,37,DNF,0,2012
1672,"Yas Marina Circuit, Abu Dhabi",NC,2,WEB,Red Bull Racing Renault,37,DNF,0,2012
1673,"Yas Marina Circuit, Abu Dhabi",NC,4,HAM,McLaren Mercedes,19,DNF,0,2012
1674,"Yas Marina Circuit, Abu Dhabi",NC,23,KAR,HRT Cosworth,7,DNF,0,2012
1675,"Yas Marina Circuit, Abu Dhabi",NC,8,ROS,Mercedes,7,DNF,0,2012
1676,"Yas Marina Circuit, Abu Dhabi",NC,12,HUL,Force India Mercedes,0,DNF,0,2012
1677,"Circuit of The Americas, United States",1,4,HAM,McLaren Mercedes,56,35:55.3,25,2012
1678,"Circuit of The Americas, United States",2,1,VET,Red Bull Racing Renault,56,+0.675s,18,2012
1679,"Circuit of The Americas, United States",3,5,ALO,Ferrari,56,+39.229s,15,2012
1680,"Circuit of The Americas, United States",4,6,MAS,Ferrari,56,+46.013s,12,2012
1681,"Circuit of The Americas, United States",5,3,BUT,McLaren Mercedes,56,+56.432s,10,2012
1682,"Circuit of The Americas, United States",6,9,RAI,Lotus Renault,56,+64.425s,8,2012
1683,"Circuit of The Americas, United States",7,10,GRO,Lotus Renault,56,+70.313s,6,2012
1684,"Circuit of The Americas, United States",8,12,HUL,Force India Mercedes,56,+73.792s,4,2012
1685,"Circuit of The Americas, United States",9,18,MAL,Williams Renault,56,+74.525s,2,2012
1686,"Circuit of The Americas, United States",10,19,SEN,Williams Renault,56,+75.133s,1,2012
1687,"Circuit of The Americas, United States",11,15,PER,Sauber Ferrari,56,+84.341s,0,2012
1688,"Circuit of The Americas, United States",12,16,RIC,STR Ferrari,56,+84.871s,0,2012
1689,"Circuit of The Americas, United States",13,8,ROS,Mercedes,56,+85.510s,0,2012
1690,"Circuit of The Americas, United States",14,14,KOB,Sauber Ferrari,55,+1 lap,0,2012
1691,"Circuit of The Americas, United States",15,11,DIR,Force India Mercedes,55,+1 lap,0,2012
1692,"Circuit of The Americas, United States",16,7,MSC,Mercedes,55,+1 lap,0,2012
1693,"Circuit of The Americas, United States",17,21,PET,Caterham Renault,55,+1 lap,0,2012
1694,"Circuit of The Americas, United States",18,20,KOV,Caterham Renault,55,+1 lap,0,2012
1695,"Circuit of The Americas, United States",19,24,GLO,Marussia Cosworth,55,+1 lap,0,2012
1696,"Circuit of The Americas, United States",20,25,PIC,Marussia Cosworth,54,+2 laps,0,2012
1697,"Circuit of The Americas, United States",21,22,DLR,HRT Cosworth,54,+2 laps,0,2012
1698,"Circuit of The Americas, United States",22,23,KAR,HRT Cosworth,54,+2 laps,0,2012
1699,"Circuit of The Americas, United States",NC,2,WEB,Red Bull Racing Renault,16,DNF,0,2012
1700,"Circuit of The Americas, United States",NC,17,VER,STR Ferrari,14,DNF,0,2012
1701,"Autodromo Jose Carlos Pace, Brazil",1,3,BUT,McLaren Mercedes,71,45:22.7,25,2012
1702,"Autodromo Jose Carlos Pace, Brazil",2,5,ALO,Ferrari,71,+2.754s,18,2012
1703,"Autodromo Jose Carlos Pace, Brazil",3,6,MAS,Ferrari,71,+3.615s,15,2012
1704,"Autodromo Jose Carlos Pace, Brazil",4,2,WEB,Red Bull Racing Renault,71,+4.936s,12,2012
1705,"Autodromo Jose Carlos Pace, Brazil",5,12,HUL,Force India Mercedes,71,+5.708s,10,2012
1706,"Autodromo Jose Carlos Pace, Brazil",6,1,VET,Red Bull Racing Renault,71,+9.453s,8,2012
1707,"Autodromo Jose Carlos Pace, Brazil",7,7,MSC,Mercedes,71,+11.907s,6,2012
1708,"Autodromo Jose Carlos Pace, Brazil",8,17,VER,STR Ferrari,71,+28.653s,4,2012
1709,"Autodromo Jose Carlos Pace, Brazil",9,14,KOB,Sauber Ferrari,71,+31.250s,2,2012
1710,"Autodromo Jose Carlos Pace, Brazil",10,9,RAI,Lotus Renault,70,+1 lap,1,2012
1711,"Autodromo Jose Carlos Pace, Brazil",11,21,PET,Caterham Renault,70,+1 lap,0,2012
1712,"Autodromo Jose Carlos Pace, Brazil",12,25,PIC,Marussia Cosworth,70,+1 lap,0,2012
1713,"Autodromo Jose Carlos Pace, Brazil",13,16,RIC,STR Ferrari,70,+1 lap,0,2012
1714,"Autodromo Jose Carlos Pace, Brazil",14,20,KOV,Caterham Renault,70,+1 lap,0,2012
1715,"Autodromo Jose Carlos Pace, Brazil",15,8,ROS,Mercedes,70,+1 lap,0,2012
1716,"Autodromo Jose Carlos Pace, Brazil",16,24,GLO,Marussia Cosworth,70,+1 lap,0,2012
1717,"Autodromo Jose Carlos Pace, Brazil",17,22,DLR,HRT Cosworth,69,+2 laps,0,2012
1718,"Autodromo Jose Carlos Pace, Brazil",18,23,KAR,HRT Cosworth,69,+2 laps,0,2012
1719,"Autodromo Jose Carlos Pace, Brazil",19,11,DIR,Force India Mercedes,68,DNF,0,2012
1720,"Autodromo Jose Carlos Pace, Brazil",NC,4,HAM,McLaren Mercedes,54,DNF,0,2012
1721,"Autodromo Jose Carlos Pace, Brazil",NC,10,GRO,Lotus Renault,5,DNF,0,2012
1722,"Autodromo Jose Carlos Pace, Brazil",NC,18,MAL,Williams Renault,1,DNF,0,2012
1723,"Autodromo Jose Carlos Pace, Brazil",NC,19,SEN,Williams Renault,0,DNF,0,2012
1724,"Autodromo Jose Carlos Pace, Brazil",NC,15,PER,Sauber Ferrari,0,DNF,0,2012
1725,"Melbourne Grand Prix Circuit, Australia",1,7,RAI,Lotus Renault,58,30:03.2,25,2013
1726,"Melbourne Grand Prix Circuit, Australia",2,3,ALO,Ferrari,58,+12.451s,18,2013
1727,"Melbourne Grand Prix Circuit, Australia",3,1,VET,Red Bull Racing Renault,58,+22.346s,15,2013
1728,"Melbourne Grand Prix Circuit, Australia",4,4,MAS,Ferrari,58,+33.577s,12,2013
1729,"Melbourne Grand Prix Circuit, Australia",5,10,HAM,Mercedes,58,+45.561s,10,2013
1730,"Melbourne Grand Prix Circuit, Australia",6,2,WEB,Red Bull Racing Renault,58,+46.800s,8,2013
1731,"Melbourne Grand Prix Circuit, Australia",7,15,SUT,Force India Mercedes,58,+65.068s,6,2013
1732,"Melbourne Grand Prix Circuit, Australia",8,14,DIR,Force India Mercedes,58,+68.449s,4,2013
1733,"Melbourne Grand Prix Circuit, Australia",9,5,BUT,McLaren Mercedes,58,+81.630s,2,2013
1734,"Melbourne Grand Prix Circuit, Australia",10,8,GRO,Lotus Renault,58,+82.759s,1,2013
1735,"Melbourne Grand Prix Circuit, Australia",11,6,PER,McLaren Mercedes,58,+83.367s,0,2013
1736,"Melbourne Grand Prix Circuit, Australia",12,18,VER,STR Ferrari,58,+83.857s,0,2013
1737,"Melbourne Grand Prix Circuit, Australia",13,12,GUT,Sauber Ferrari,57,+1 lap,0,2013
1738,"Melbourne Grand Prix Circuit, Australia",14,17,BOT,Williams Renault,57,+1 lap,0,2013
1739,"Melbourne Grand Prix Circuit, Australia",15,22,BIA,Marussia Cosworth,57,+1 lap,0,2013
1740,"Melbourne Grand Prix Circuit, Australia",16,20,PIC,Caterham Renault,56,+2 laps,0,2013
1741,"Melbourne Grand Prix Circuit, Australia",17,23,CHI,Marussia Cosworth,56,+2 laps,0,2013
1742,"Melbourne Grand Prix Circuit, Australia",18,21,VDG,Caterham Renault,56,+2 laps,0,2013
1743,"Melbourne Grand Prix Circuit, Australia",NC,19,RIC,STR Ferrari,39,DNF,0,2013
1744,"Melbourne Grand Prix Circuit, Australia",NC,9,ROS,Mercedes,26,DNF,0,2013
1745,"Melbourne Grand Prix Circuit, Australia",NC,16,MAL,Williams Renault,24,DNF,0,2013
1746,"Melbourne Grand Prix Circuit, Australia",NC,11,HUL,Sauber Ferrari,,DNS,0,2013
1747,"Sepang International Circuit, Malaysia",1,1,VET,Red Bull Racing Renault,56,38:56.7,25,2013
1748,"Sepang International Circuit, Malaysia",2,2,WEB,Red Bull Racing Renault,56,+4.298s,18,2013
1749,"Sepang International Circuit, Malaysia",3,10,HAM,Mercedes,56,+12.181s,15,2013
1750,"Sepang International Circuit, Malaysia",4,9,ROS,Mercedes,56,+12.640s,12,2013
1751,"Sepang International Circuit, Malaysia",5,4,MAS,Ferrari,56,+25.648s,10,2013
1752,"Sepang International Circuit, Malaysia",6,8,GRO,Lotus Renault,56,+35.564s,8,2013
1753,"Sepang International Circuit, Malaysia",7,7,RAI,Lotus Renault,56,+48.479s,6,2013
1754,"Sepang International Circuit, Malaysia",8,11,HUL,Sauber Ferrari,56,+53.044s,4,2013
1755,"Sepang International Circuit, Malaysia",9,6,PER,McLaren Mercedes,56,+72.357s,2,2013
1756,"Sepang International Circuit, Malaysia",10,18,VER,STR Ferrari,56,+87.124s,1,2013
1757,"Sepang International Circuit, Malaysia",11,17,BOT,Williams Renault,56,+88.610s,0,2013
1758,"Sepang International Circuit, Malaysia",12,12,GUT,Sauber Ferrari,55,+1 lap,0,2013
1759,"Sepang International Circuit, Malaysia",13,22,BIA,Marussia Cosworth,55,+1 lap,0,2013
1760,"Sepang International Circuit, Malaysia",14,20,PIC,Caterham Renault,55,+1 lap,0,2013
1761,"Sepang International Circuit, Malaysia",15,21,VDG,Caterham Renault,55,+1 lap,0,2013
1762,"Sepang International Circuit, Malaysia",16,23,CHI,Marussia Cosworth,54,+2 laps,0,2013
1763,"Sepang International Circuit, Malaysia",17,5,BUT,McLaren Mercedes,53,DNF,0,2013
1764,"Sepang International Circuit, Malaysia",18,19,RIC,STR Ferrari,51,DNF,0,2013
1765,"Sepang International Circuit, Malaysia",NC,16,MAL,Williams Renault,45,DNF,0,2013
1766,"Sepang International Circuit, Malaysia",NC,15,SUT,Force India Mercedes,27,DNF,0,2013
1767,"Sepang International Circuit, Malaysia",NC,14,DIR,Force India Mercedes,22,DNF,0,2013
1768,"Sepang International Circuit, Malaysia",NC,3,ALO,Ferrari,1,DNF,0,2013
1769,"Shanghai International Circuit, China",1,3,ALO,Ferrari,56,36:26.9,25,2013
1770,"Shanghai International Circuit, China",2,7,RAI,Lotus Renault,56,+10.168s,18,2013
1771,"Shanghai International Circuit, China",3,10,HAM,Mercedes,56,+12.322s,15,2013
1772,"Shanghai International Circuit, China",4,1,VET,Red Bull Racing Renault,56,+12.525s,12,2013
1773,"Shanghai International Circuit, China",5,5,BUT,McLaren Mercedes,56,+35.285s,10,2013
1774,"Shanghai International Circuit, China",6,4,MAS,Ferrari,56,+40.827s,8,2013
1775,"Shanghai International Circuit, China",7,19,RIC,STR Ferrari,56,+42.691s,6,2013
1776,"Shanghai International Circuit, China",8,14,DIR,Force India Mercedes,56,+51.084s,4,2013
1777,"Shanghai International Circuit, China",9,8,GRO,Lotus Renault,56,+53.423s,2,2013
1778,"Shanghai International Circuit, China",10,11,HUL,Sauber Ferrari,56,+56.598s,1,2013
1779,"Shanghai International Circuit, China",11,6,PER,McLaren Mercedes,56,+63.860s,0,2013
1780,"Shanghai International Circuit, China",12,18,VER,STR Ferrari,56,+72.604s,0,2013
1781,"Shanghai International Circuit, China",13,17,BOT,Williams Renault,56,+93.861s,0,2013
1782,"Shanghai International Circuit, China",14,16,MAL,Williams Renault,56,+95.453s,0,2013
1783,"Shanghai International Circuit, China",15,22,BIA,Marussia Cosworth,55,+1 lap,0,2013
1784,"Shanghai International Circuit, China",16,20,PIC,Caterham Renault,55,+1 lap,0,2013
1785,"Shanghai International Circuit, China",17,23,CHI,Marussia Cosworth,55,+1 lap,0,2013
1786,"Shanghai International Circuit, China",18,21,VDG,Caterham Renault,55,+1 lap,0,2013
1787,"Shanghai International Circuit, China",NC,9,ROS,Mercedes,21,DNF,0,2013
1788,"Shanghai International Circuit, China",NC,2,WEB,Red Bull Racing Renault,15,DNF,0,2013
1789,"Shanghai International Circuit, China",NC,15,SUT,Force India Mercedes,5,DNF,0,2013
1790,"Shanghai International Circuit, China",NC,12,GUT,Sauber Ferrari,4,DNF,0,2013
1791,"Bahrain International Circuit, Bahrain",1,1,VET,Red Bull Racing Renault,57,36:00.5,25,2013
1792,"Bahrain International Circuit, Bahrain",2,7,RAI,Lotus Renault,57,+9.111s,18,2013
1793,"Bahrain International Circuit, Bahrain",3,8,GRO,Lotus Renault,57,+19.507s,15,2013
1794,"Bahrain International Circuit, Bahrain",4,14,DIR,Force India Mercedes,57,+21.727s,12,2013
1795,"Bahrain International Circuit, Bahrain",5,10,HAM,Mercedes,57,+35.230s,10,2013
1796,"Bahrain International Circuit, Bahrain",6,6,PER,McLaren Mercedes,57,+35.998s,8,2013
1797,"Bahrain International Circuit, Bahrain",7,2,WEB,Red Bull Racing Renault,57,+37.244s,6,2013
1798,"Bahrain International Circuit, Bahrain",8,3,ALO,Ferrari,57,+37.574s,4,2013
1799,"Bahrain International Circuit, Bahrain",9,9,ROS,Mercedes,57,+41.126s,2,2013
1800,"Bahrain International Circuit, Bahrain",10,5,BUT,McLaren Mercedes,57,+46.631s,1,2013
1801,"Bahrain International Circuit, Bahrain",11,16,MAL,Williams Renault,57,+66.450s,0,2013
1802,"Bahrain International Circuit, Bahrain",12,11,HUL,Sauber Ferrari,57,+72.933s,0,2013
1803,"Bahrain International Circuit, Bahrain",13,15,SUT,Force India Mercedes,57,+76.719s,0,2013
1804,"Bahrain International Circuit, Bahrain",14,17,BOT,Williams Renault,57,+81.511s,0,2013
1805,"Bahrain International Circuit, Bahrain",15,4,MAS,Ferrari,57,+86.364s,0,2013
1806,"Bahrain International Circuit, Bahrain",16,19,RIC,STR Ferrari,56,+1 lap,0,2013
1807,"Bahrain International Circuit, Bahrain",17,20,PIC,Caterham Renault,56,+1 lap,0,2013
1808,"Bahrain International Circuit, Bahrain",18,12,GUT,Sauber Ferrari,56,+1 lap,0,2013
1809,"Bahrain International Circuit, Bahrain",19,22,BIA,Marussia Cosworth,56,+1 lap,0,2013
1810,"Bahrain International Circuit, Bahrain",20,23,CHI,Marussia Cosworth,56,+1 lap,0,2013
1811,"Bahrain International Circuit, Bahrain",21,21,VDG,Caterham Renault,55,+2 laps,0,2013
1812,"Bahrain International Circuit, Bahrain",NC,18,VER,STR Ferrari,16,DNF,0,2013
1813,"Circuit de Barcelona-Catalunya, Spain",1,3,ALO,Ferrari,66,39:16.6,25,2013
1814,"Circuit de Barcelona-Catalunya, Spain",2,7,RAI,Lotus Renault,66,+9.338s,18,2013
1815,"Circuit de Barcelona-Catalunya, Spain",3,4,MAS,Ferrari,66,+26.049s,15,2013
1816,"Circuit de Barcelona-Catalunya, Spain",4,1,VET,Red Bull Racing Renault,66,+38.273s,12,2013
1817,"Circuit de Barcelona-Catalunya, Spain",5,2,WEB,Red Bull Racing Renault,66,+47.963s,10,2013
1818,"Circuit de Barcelona-Catalunya, Spain",6,9,ROS,Mercedes,66,+68.020s,8,2013
1819,"Circuit de Barcelona-Catalunya, Spain",7,14,DIR,Force India Mercedes,66,+68.988s,6,2013
1820,"Circuit de Barcelona-Catalunya, Spain",8,5,BUT,McLaren Mercedes,66,+79.506s,4,2013
1821,"Circuit de Barcelona-Catalunya, Spain",9,6,PER,McLaren Mercedes,66,+81.738s,2,2013
1822,"Circuit de Barcelona-Catalunya, Spain",10,19,RIC,STR Ferrari,65,+1 lap,1,2013
1823,"Circuit de Barcelona-Catalunya, Spain",11,12,GUT,Sauber Ferrari,65,+1 lap,0,2013
1824,"Circuit de Barcelona-Catalunya, Spain",12,10,HAM,Mercedes,65,+1 lap,0,2013
1825,"Circuit de Barcelona-Catalunya, Spain",13,15,SUT,Force India Mercedes,65,+1 lap,0,2013
1826,"Circuit de Barcelona-Catalunya, Spain",14,16,MAL,Williams Renault,65,+1 lap,0,2013
1827,"Circuit de Barcelona-Catalunya, Spain",15,11,HUL,Sauber Ferrari,65,+1 lap,0,2013
1828,"Circuit de Barcelona-Catalunya, Spain",16,17,BOT,Williams Renault,65,+1 lap,0,2013
1829,"Circuit de Barcelona-Catalunya, Spain",17,20,PIC,Caterham Renault,65,+1 lap,0,2013
1830,"Circuit de Barcelona-Catalunya, Spain",18,22,BIA,Marussia Cosworth,64,+2 laps,0,2013
1831,"Circuit de Barcelona-Catalunya, Spain",19,23,CHI,Marussia Cosworth,64,+2 laps,0,2013
1832,"Circuit de Barcelona-Catalunya, Spain",NC,18,VER,STR Ferrari,52,DNF,0,2013
1833,"Circuit de Barcelona-Catalunya, Spain",NC,21,VDG,Caterham Renault,21,DNF,0,2013
1834,"Circuit de Barcelona-Catalunya, Spain",NC,8,GRO,Lotus Renault,8,DNF,0,2013
1835,"Circuit de Monaco, Monaco",1,9,ROS,Mercedes,78,17:52.1,25,2013
1836,"Circuit de Monaco, Monaco",2,1,VET,Red Bull Racing Renault,78,+3.888s,18,2013
1837,"Circuit de Monaco, Monaco",3,2,WEB,Red Bull Racing Renault,78,+6.314s,15,2013
1838,"Circuit de Monaco, Monaco",4,10,HAM,Mercedes,78,+13.894s,12,2013
1839,"Circuit de Monaco, Monaco",5,15,SUT,Force India Mercedes,78,+21.477s,10,2013
1840,"Circuit de Monaco, Monaco",6,5,BUT,McLaren Mercedes,78,+23.103s,8,2013
1841,"Circuit de Monaco, Monaco",7,3,ALO,Ferrari,78,+26.734s,6,2013
1842,"Circuit de Monaco, Monaco",8,18,VER,STR Ferrari,78,+27.223s,4,2013
1843,"Circuit de Monaco, Monaco",9,14,DIR,Force India Mercedes,78,+27.608s,2,2013
1844,"Circuit de Monaco, Monaco",10,7,RAI,Lotus Renault,78,+36.582s,1,2013
1845,"Circuit de Monaco, Monaco",11,11,HUL,Sauber Ferrari,78,+42.572s,0,2013
1846,"Circuit de Monaco, Monaco",12,17,BOT,Williams Renault,78,+42.691s,0,2013
1847,"Circuit de Monaco, Monaco",13,12,GUT,Sauber Ferrari,78,+43.212s,0,2013
1848,"Circuit de Monaco, Monaco",14,23,CHI,Marussia Cosworth,78,+49.885s,0,2013
1849,"Circuit de Monaco, Monaco",15,21,VDG,Caterham Renault,78,+62.590s,0,2013
1850,"Circuit de Monaco, Monaco",16,6,PER,McLaren Mercedes,72,DNF,0,2013
1851,"Circuit de Monaco, Monaco",NC,8,GRO,Lotus Renault,63,DNF,0,2013
1852,"Circuit de Monaco, Monaco",NC,19,RIC,STR Ferrari,61,DNF,0,2013
1853,"Circuit de Monaco, Monaco",NC,22,BIA,Marussia Cosworth,58,DNF,0,2013
1854,"Circuit de Monaco, Monaco",NC,16,MAL,Williams Renault,44,DNF,0,2013
1855,"Circuit de Monaco, Monaco",NC,4,MAS,Ferrari,28,DNF,0,2013
1856,"Circuit de Monaco, Monaco",NC,20,PIC,Caterham Renault,7,DNF,0,2013
1857,"Circuit Gilles-Villeneuve, Canada",1,1,VET,Red Bull Racing Renault,70,32:09.1,25,2013
1858,"Circuit Gilles-Villeneuve, Canada",2,3,ALO,Ferrari,70,+14.408s,18,2013
1859,"Circuit Gilles-Villeneuve, Canada",3,10,HAM,Mercedes,70,+15.942s,15,2013
1860,"Circuit Gilles-Villeneuve, Canada",4,2,WEB,Red Bull Racing Renault,70,+25.731s,12,2013
1861,"Circuit Gilles-Villeneuve, Canada",5,9,ROS,Mercedes,70,+69.725s,10,2013
1862,"Circuit Gilles-Villeneuve, Canada",6,18,VER,STR Ferrari,69,+1 lap,8,2013
1863,"Circuit Gilles-Villeneuve, Canada",7,14,DIR,Force India Mercedes,69,+1 lap,6,2013
1864,"Circuit Gilles-Villeneuve, Canada",8,4,MAS,Ferrari,69,+1 lap,4,2013
1865,"Circuit Gilles-Villeneuve, Canada",9,7,RAI,Lotus Renault,69,+1 lap,2,2013
1866,"Circuit Gilles-Villeneuve, Canada",10,15,SUT,Force India Mercedes,69,+1 lap,1,2013
1867,"Circuit Gilles-Villeneuve, Canada",11,6,PER,McLaren Mercedes,69,+1 lap,0,2013
1868,"Circuit Gilles-Villeneuve, Canada",12,5,BUT,McLaren Mercedes,69,+1 lap,0,2013
1869,"Circuit Gilles-Villeneuve, Canada",13,8,GRO,Lotus Renault,69,+1 lap,0,2013
1870,"Circuit Gilles-Villeneuve, Canada",14,17,BOT,Williams Renault,69,+1 lap,0,2013
1871,"Circuit Gilles-Villeneuve, Canada",15,19,RIC,STR Ferrari,68,+2 laps,0,2013
1872,"Circuit Gilles-Villeneuve, Canada",16,16,MAL,Williams Renault,68,+2 laps,0,2013
1873,"Circuit Gilles-Villeneuve, Canada",17,22,BIA,Marussia Cosworth,68,+2 laps,0,2013
1874,"Circuit Gilles-Villeneuve, Canada",18,20,PIC,Caterham Renault,67,+3 laps,0,2013
1875,"Circuit Gilles-Villeneuve, Canada",19,23,CHI,Marussia Cosworth,67,+3 laps,0,2013
1876,"Circuit Gilles-Villeneuve, Canada",20,12,GUT,Sauber Ferrari,63,DNF,0,2013
1877,"Circuit Gilles-Villeneuve, Canada",NC,11,HUL,Sauber Ferrari,45,DNF,0,2013
1878,"Circuit Gilles-Villeneuve, Canada",NC,21,VDG,Caterham Renault,43,DNF,0,2013
1879,"Silverstone Circuit, Great Britain",1,9,ROS,Mercedes,52,32:59.5,25,2013
1880,"Silverstone Circuit, Great Britain",2,2,WEB,Red Bull Racing Renault,52,+0.765s,18,2013
1881,"Silverstone Circuit, Great Britain",3,3,ALO,Ferrari,52,+7.124s,15,2013
1882,"Silverstone Circuit, Great Britain",4,10,HAM,Mercedes,52,+7.756s,12,2013
1883,"Silverstone Circuit, Great Britain",5,7,RAI,Lotus Renault,52,+11.257s,10,2013
1884,"Silverstone Circuit, Great Britain",6,4,MAS,Ferrari,52,+14.573s,8,2013
1885,"Silverstone Circuit, Great Britain",7,15,SUT,Force India Mercedes,52,+16.335s,6,2013
1886,"Silverstone Circuit, Great Britain",8,19,RIC,STR Ferrari,52,+16.543s,4,2013
1887,"Silverstone Circuit, Great Britain",9,14,DIR,Force India Mercedes,52,+17.943s,2,2013
1888,"Silverstone Circuit, Great Britain",10,11,HUL,Sauber Ferrari,52,+19.709s,1,2013
1889,"Silverstone Circuit, Great Britain",11,16,MAL,Williams Renault,52,+21.135s,0,2013
1890,"Silverstone Circuit, Great Britain",12,17,BOT,Williams Renault,52,+25.094s,0,2013
1891,"Silverstone Circuit, Great Britain",13,5,BUT,McLaren Mercedes,52,+25.969s,0,2013
1892,"Silverstone Circuit, Great Britain",14,12,GUT,Sauber Ferrari,52,+26.285s,0,2013
1893,"Silverstone Circuit, Great Britain",15,20,PIC,Caterham Renault,52,+31.613s,0,2013
1894,"Silverstone Circuit, Great Britain",16,22,BIA,Marussia Cosworth,52,+36.097s,0,2013
1895,"Silverstone Circuit, Great Britain",17,23,CHI,Marussia Cosworth,52,+67.660s,0,2013
1896,"Silverstone Circuit, Great Britain",18,21,VDG,Caterham Renault,52,+67.759s,0,2013
1897,"Silverstone Circuit, Great Britain",19,8,GRO,Lotus Renault,51,DNF,0,2013
1898,"Silverstone Circuit, Great Britain",20,6,PER,McLaren Mercedes,46,DNF,0,2013
1899,"Silverstone Circuit, Great Britain",NC,1,VET,Red Bull Racing Renault,41,DNF,0,2013
1900,"Silverstone Circuit, Great Britain",NC,18,VER,STR Ferrari,35,DNF,0,2013
1901,"Nurburgring, Germany",1,1,VET,Red Bull Racing Renault,60,41:14.7,25,2013
